brand,model,engine_cc,max_power_bhp,kerb_weight_kg,fuel_type,transmission,kilometers_driven,fuel_efficiency_kmpl
Kia,Sonet,1600,132.9,1877,Diesel,Manual,46930,21.8
Maruti Suzuki,WagonR,1600,147.2,1602,Diesel,Manual,121191,23.9
Maruti Suzuki,Ciaz,1000,59.4,877,Diesel,Manual,15173,26.7
Nissan,Sunny,2000,117.3,1344,Petrol,Automatic,166572,20.5
Toyota,Glanza,1800,163.2,1015,Petrol,Manual,87007,22.3
Kia,Sonet,1200,69.3,1078,Diesel,Manual,98576,25.2
Volkswagen,Vento,1500,131.2,1079,Diesel,Manual,773,22.1
Kia,Seltos,1000,60.8,1006,Petrol,Manual,101663,23.3
Kia,Seltos,1800,170.7,943,Petrol,Manual,110870,20.2
Honda,WR-V,1200,84.7,1223,Petrol,Automatic,48874,22.8
Toyota,Yaris,1000,71.9,1051,Petrol,Automatic,50153,21.8
Kia,Sonet,2200,197.2,892,Petrol,Manual,37558,19.7
Hyundai,Verna,2000,119.2,1740,Petrol,Manual,130230,21.1
Kia,Sonet,1500,112.6,1007,Petrol,Automatic,113132,21.5
Honda,Civic,2500,230.3,1791,Diesel,Automatic,177116,20.9
Hyundai,i10,1600,108.7,890,Diesel,Manual,154316,21.5
Kia,Sonet,2000,177.4,1172,Petrol,Automatic,152190,20.3
BMW,X3,2500,174.2,1430,Diesel,Manual,52398,19.6
Kia,Sonet,1200,93.2,1190,Diesel,Manual,96189,23.3
Volkswagen,Polo,1600,101.4,1460,Petrol,Automatic,197925,21.7
Nissan,Micra,1200,94.5,867,Diesel,Automatic,140002,24.7
Kia,Sonet,2200,147.3,1340,Diesel,Manual,192294,21.9
BMW,520d,1500,89.8,1690,Petrol,Automatic,125583,20.8
Ford,Freestyle,1000,78.6,978,Petrol,Manual,178977,24.4
Kia,Carens,1200,108.9,1232,Petrol,Automatic,199461,20.4
Volkswagen,Vento,2500,210.7,1347,Petrol,Manual,94237,18.9
Volkswagen,Polo,2200,162.3,1075,Diesel,Automatic,186057,22.5
Honda,Jazz,1500,133.2,1329,Petrol,Automatic,148607,19.8
Toyota,Yaris,2000,115.1,1462,Petrol,Automatic,95378,18.4
Toyota,Glanza,1200,87.7,1268,Diesel,Automatic,48392,22.8
Volkswagen,Vento,1600,144.4,1679,Petrol,Manual,145370,22.5
Volkswagen,Taigun,2200,172.8,1241,Diesel,Automatic,174681,20.4
BMW,520d,1000,67.3,1617,Diesel,Manual,72834,26.4
Volkswagen,Vento,1500,121.4,1508,Diesel,Manual,178634,24.2
Maruti Suzuki,Dzire,1800,148.4,1608,Petrol,Manual,107348,20.7
BMW,320i,2200,153.7,873,Petrol,Manual,148928,20.8
Volkswagen,Vento,1000,84.9,1733,Petrol,Automatic,172918,22.2
Toyota,Corolla,1200,106.3,1473,Petrol,Automatic,49007,23.4
Kia,Carens,1600,134.5,1152,Diesel,Manual,85513,22.2
Toyota,Corolla,1600,101.6,1393,Petrol,Manual,89914,23.0
Volkswagen,Taigun,1500,96.2,1837,Petrol,Automatic,155291,19.2
Tata,Nexon,2000,155.8,1576,Diesel,Automatic,173795,20.8
Maruti Suzuki,Swift,1600,121.0,1488,Diesel,Automatic,71135,21.8
Ford,Aspire,2000,125.9,1051,Petrol,Automatic,185175,18.0
Maruti Suzuki,Baleno,2500,187.8,1152,Petrol,Automatic,113525,17.6
Volkswagen,Taigun,1000,84.5,1861,Diesel,Manual,41932,23.9
Nissan,Sunny,2000,180.0,1146,Petrol,Automatic,193995,19.5
Hyundai,Venue,2200,130.2,1757,Diesel,Manual,73744,22.1
Tata,Altroz,2000,134.8,880,Petrol,Manual,114005,19.8
Volkswagen,Taigun,1800,112.3,1440,Diesel,Manual,187549,23.2
Honda,WR-V,2500,206.6,1190,Diesel,Automatic,76897,21.2
Ford,Figo,2500,228.8,1403,Petrol,Automatic,140755,17.4
BMW,X3,1600,150.0,1215,Petrol,Automatic,96679,20.9
Ford,Freestyle,1500,130.1,1335,Petrol,Automatic,131217,20.7
Nissan,Micra,1000,55.6,1143,Petrol,Manual,20782,24.1
BMW,X1,1200,90.3,1723,Diesel,Manual,193838,24.2
BMW,320i,1800,162.3,1642,Petrol,Automatic,155471,20.4
Tata,Harrier,2000,132.3,1782,Diesel,Automatic,19369,19.5
Hyundai,Venue,2000,184.7,1025,Petrol,Manual,157100,19.4
Volkswagen,Taigun,1000,60.3,1481,Petrol,Manual,175540,22.1
Toyota,Innova,2500,219.6,1893,Diesel,Automatic,46108,18.9
Volkswagen,Taigun,2000,114.0,951,Diesel,Manual,72364,24.2
Hyundai,Creta,1500,139.1,1407,Diesel,Manual,157733,23.9
Maruti Suzuki,Ciaz,2500,149.0,1562,Petrol,Automatic,189517,18.1
Ford,Freestyle,1500,132.6,1006,Petrol,Automatic,156486,20.0
BMW,X1,1800,169.5,904,Diesel,Automatic,30860,21.9
Kia,Seltos,1500,108.6,1542,Petrol,Automatic,6912,19.9
Toyota,Glanza,1600,115.5,1899,Petrol,Manual,98425,22.2
Maruti Suzuki,Ciaz,2200,159.3,1093,Diesel,Manual,67967,22.7
Kia,Seltos,1800,164.6,1863,Petrol,Automatic,107349,18.6
Toyota,Yaris,2200,155.3,1506,Diesel,Manual,35975,21.5
Honda,Amaze,2500,183.5,1105,Petrol,Manual,176376,18.8
Kia,Carens,1800,121.4,996,Petrol,Automatic,22250,19.5
Honda,WR-V,2200,173.7,1438,Petrol,Automatic,159220,20.0
Tata,Harrier,2500,137.9,1714,Petrol,Manual,4353,19.4
BMW,X1,1200,97.3,953,Diesel,Automatic,120989,23.8
Kia,Carens,2500,221.9,1061,Petrol,Automatic,138133,16.9
Nissan,Micra,2000,113.2,1772,Petrol,Automatic,68290,20.3
Ford,Ecosport,2500,142.8,1289,Petrol,Manual,31585,17.4
Hyundai,i10,1000,57.9,1319,Petrol,Manual,165812,22.5
Ford,Figo,1800,104.7,997,Diesel,Automatic,57135,19.7
Volkswagen,Polo,1600,141.8,1759,Diesel,Automatic,134143,22.5
Tata,Nexon,1000,57.3,1803,Petrol,Manual,144722,24.5
Tata,Nexon,1600,123.1,1707,Petrol,Automatic,183803,21.8
Hyundai,Creta,2000,183.6,1885,Diesel,Manual,136599,23.4
Tata,Tiago,1000,89.8,1270,Diesel,Manual,24396,26.7
Maruti Suzuki,WagonR,1800,142.9,1499,Diesel,Manual,41231,21.9
Honda,WR-V,1500,110.7,1839,Petrol,Manual,110049,21.8
Tata,Altroz,2200,191.2,1395,Diesel,Manual,140438,22.5
Toyota,Glanza,1000,56.7,1823,Diesel,Automatic,195688,23.2
Volkswagen,Vento,2000,177.3,996,Petrol,Manual,131288,19.0
Tata,Harrier,2000,165.8,1486,Diesel,Manual,179364,22.7
Maruti Suzuki,WagonR,2200,177.5,1727,Diesel,Manual,140709,22.3
Maruti Suzuki,Baleno,1000,90.9,1397,Diesel,Manual,23677,26.3
Volkswagen,Taigun,1600,110.7,1641,Diesel,Manual,199210,24.9
Maruti Suzuki,Ciaz,1800,125.6,1562,Petrol,Manual,68986,21.2
Tata,Nexon,1500,122.5,1497,Petrol,Automatic,115817,21.5
Toyota,Innova,2000,183.8,1726,Diesel,Manual,52065,21.8
Tata,Harrier,1500,121.8,992,Diesel,Automatic,166325,23.5
Ford,Aspire,1600,107.2,1868,Petrol,Manual,158734,20.4
Nissan,Kicks,2000,118.0,1746,Diesel,Manual,178667,23.4
Tata,Altroz,2000,174.3,1193,Petrol,Automatic,2294,19.3
Honda,Amaze,2200,121.7,1549,Diesel,Manual,137632,20.3
Maruti Suzuki,Ciaz,1200,87.6,1405,Petrol,Manual,528,21.9
Nissan,Micra,1600,110.6,1800,Diesel,Automatic,18095,21.4
Toyota,Innova,2500,198.1,1743,Diesel,Manual,100769,21.8
BMW,520d,2200,193.8,1291,Petrol,Automatic,176107,17.9
Toyota,Corolla,2200,142.7,1160,Diesel,Automatic,178303,20.3
Ford,Figo,2200,126.6,1007,Petrol,Manual,139596,20.5
Volkswagen,Vento,1600,106.5,1206,Petrol,Manual,168996,20.9
Kia,Seltos,1500,124.3,861,Petrol,Manual,24150,22.8
Volkswagen,Taigun,2000,154.5,1873,Petrol,Automatic,72179,20.4
Kia,Carens,1800,168.9,858,Petrol,Manual,157392,22.1
BMW,520d,1600,124.8,1415,Diesel,Automatic,42098,22.0
Maruti Suzuki,Dzire,1500,89.6,1745,Petrol,Automatic,153002,20.2
Toyota,Glanza,2200,204.0,1541,Diesel,Automatic,139107,18.8
Ford,Aspire,2000,143.0,1464,Petrol,Manual,66337,20.8
Tata,Nexon,1600,141.0,1471,Diesel,Manual,66339,22.2
Tata,Altroz,1600,141.6,897,Petrol,Automatic,157070,20.7
Maruti Suzuki,Dzire,1200,68.2,948,Petrol,Automatic,98878,21.9
Maruti Suzuki,WagonR,1600,112.2,1226,Petrol,Automatic,95631,21.1
Nissan,Kicks,2200,129.7,1715,Diesel,Manual,110278,20.5
Nissan,Kicks,1500,129.2,1795,Diesel,Manual,130942,24.5
Volkswagen,Vento,1200,86.0,1561,Petrol,Manual,151217,23.8
Maruti Suzuki,Baleno,1000,63.1,1358,Diesel,Automatic,31019,24.7
Ford,Freestyle,1600,92.1,1615,Petrol,Automatic,193871,20.0
Kia,Seltos,1600,141.9,1293,Diesel,Manual,51322,24.3
Ford,Aspire,2500,229.2,1264,Petrol,Manual,29368,18.4
Kia,Seltos,2000,181.1,1222,Petrol,Automatic,74469,18.5
BMW,320i,1500,83.0,1159,Petrol,Automatic,43126,20.6
Toyota,Innova,2000,188.6,944,Petrol,Automatic,111291,18.3
Toyota,Camry,1500,141.2,1274,Diesel,Automatic,21095,21.6
Honda,City,2200,155.7,1449,Diesel,Manual,22234,23.5
Ford,Ecosport,2000,149.7,1489,Petrol,Manual,8753,20.6
Kia,Carens,2200,198.6,1583,Petrol,Manual,31758,18.6
Tata,Altroz,1800,111.2,1528,Diesel,Automatic,152487,20.4
Ford,Ecosport,1200,104.6,916,Petrol,Automatic,83649,21.2
BMW,520d,1200,78.6,1874,Petrol,Manual,80410,22.7
Hyundai,Venue,1000,91.0,1702,Petrol,Manual,127129,22.0
Toyota,Yaris,2500,202.6,1802,Petrol,Automatic,157861,19.3
Tata,Altroz,2200,165.0,1807,Diesel,Manual,138233,23.3
Ford,Figo,1500,127.9,1069,Petrol,Automatic,99082,19.7
Toyota,Glanza,1000,66.3,1072,Diesel,Manual,158744,24.6
Volkswagen,Polo,2200,188.5,1755,Diesel,Manual,158791,21.9
Ford,Aspire,1600,111.4,1025,Petrol,Manual,128527,21.0
Toyota,Innova,1500,97.2,975,Petrol,Automatic,16017,19.6
Kia,Seltos,2500,144.7,1321,Diesel,Automatic,42757,19.4
Toyota,Camry,2500,218.0,1658,Petrol,Automatic,123171,18.7
Tata,Harrier,2500,153.5,1879,Petrol,Manual,37001,18.6
Hyundai,Verna,1000,74.0,1655,Diesel,Manual,52799,23.8
BMW,X3,1800,150.2,1432,Petrol,Manual,30495,22.2
Tata,Altroz,1800,139.5,1125,Petrol,Automatic,98425,19.1
Kia,Carens,2000,150.8,1450,Petrol,Automatic,144203,17.8
Hyundai,i10,1800,108.3,1149,Diesel,Automatic,188109,21.8
Toyota,Glanza,2500,209.7,1663,Diesel,Manual,196370,20.9
Volkswagen,Polo,1600,133.4,1776,Petrol,Manual,162214,22.2
Nissan,Kicks,1600,133.9,1529,Diesel,Manual,196921,22.3
Hyundai,Venue,2500,229.0,1583,Diesel,Automatic,122809,19.0
Honda,Amaze,1000,57.6,1563,Diesel,Automatic,85674,24.7
BMW,520d,2000,185.0,1230,Petrol,Automatic,51029,17.9
Toyota,Corolla,2500,157.6,1378,Petrol,Automatic,125135,16.7
Tata,Altroz,1600,113.9,1663,Diesel,Automatic,192076,21.8
Hyundai,Creta,1000,83.4,1650,Petrol,Automatic,37606,21.5
Ford,Freestyle,1600,107.2,1423,Petrol,Manual,112611,20.4
Ford,Aspire,2000,164.2,1639,Petrol,Manual,118509,20.5
Maruti Suzuki,WagonR,1600,140.5,1805,Diesel,Manual,120966,21.6
Toyota,Corolla,1600,103.8,850,Petrol,Manual,99384,22.7
Hyundai,Verna,2200,144.6,951,Petrol,Manual,80267,20.5
Hyundai,Verna,2200,192.5,1433,Petrol,Manual,16065,20.2
Toyota,Camry,1800,108.3,902,Petrol,Automatic,114396,19.1
BMW,520d,1200,77.4,1897,Diesel,Manual,80161,26.5
Volkswagen,Polo,1200,107.4,969,Diesel,Automatic,107565,25.2
Volkswagen,Taigun,1600,96.3,995,Diesel,Automatic,131766,23.2
Honda,Jazz,1200,74.4,1750,Diesel,Manual,196134,24.7
Kia,Seltos,1600,130.2,1379,Petrol,Manual,160344,23.1
Hyundai,Venue,1000,83.1,1585,Petrol,Automatic,172378,21.7
Nissan,Kicks,1600,121.7,1280,Diesel,Automatic,41711,21.0
Kia,Carens,2500,169.5,1442,Diesel,Manual,152546,18.6
Toyota,Yaris,2000,147.4,1572,Petrol,Manual,32252,19.1
Maruti Suzuki,WagonR,2000,143.1,862,Diesel,Manual,27652,20.7
Kia,Seltos,1500,120.2,1483,Diesel,Manual,15338,24.3
Ford,Aspire,1000,89.9,1873,Petrol,Automatic,170075,22.0
Toyota,Camry,1000,94.5,1732,Petrol,Automatic,12797,23.3
Ford,Aspire,1000,65.4,1008,Petrol,Manual,56867,24.4
Kia,Sonet,2500,204.6,1894,Diesel,Manual,164320,19.9
BMW,X1,2200,208.3,1715,Diesel,Manual,117528,22.1
Volkswagen,Polo,2500,211.1,1277,Petrol,Manual,11232,17.5
Nissan,Sunny,1000,58.4,1483,Petrol,Automatic,183619,21.9
Toyota,Corolla,1200,100.9,1143,Petrol,Manual,99337,22.6
Ford,Aspire,2500,162.7,1833,Petrol,Automatic,74846,17.3
Hyundai,Verna,1600,131.4,1274,Petrol,Manual,163989,20.2
Ford,Freestyle,2200,192.6,1818,Petrol,Automatic,180168,17.5
BMW,520d,2000,130.4,948,Diesel,Automatic,167807,22.5
Maruti Suzuki,Baleno,2200,127.4,968,Diesel,Automatic,105412,19.7
Tata,Nexon,2200,174.3,1505,Diesel,Manual,65884,21.2
BMW,X1,2200,205.6,926,Diesel,Automatic,124462,21.0
Honda,WR-V,1600,114.3,1881,Petrol,Manual,141184,22.8
Volkswagen,Taigun,2200,175.4,1855,Petrol,Automatic,105753,17.7
BMW,320i,2200,161.4,1857,Diesel,Manual,71934,21.2
Ford,Aspire,1500,110.2,1379,Diesel,Automatic,89508,23.9
Volkswagen,Polo,2200,182.9,1309,Petrol,Automatic,800,19.1
Nissan,Kicks,2500,148.9,1308,Petrol,Automatic,55631,17.6
Ford,Figo,1500,110.2,1425,Petrol,Automatic,34131,20.8
Kia,Seltos,2000,183.7,917,Petrol,Automatic,43038,19.4
Tata,Tiago,2000,188.1,1651,Petrol,Manual,178594,20.7
Honda,WR-V,2000,156.2,1533,Petrol,Manual,5444,20.8
Ford,Aspire,2500,237.5,1454,Diesel,Manual,180634,22.1
Ford,Ecosport,1200,73.9,1683,Petrol,Manual,21305,22.2
BMW,X3,1800,109.5,874,Diesel,Manual,70249,21.6
Kia,Sonet,2000,129.3,1248,Diesel,Automatic,26352,22.1
Kia,Carens,1200,98.3,1368,Petrol,Automatic,22624,20.3
Maruti Suzuki,Dzire,1000,88.9,1699,Diesel,Automatic,2366,25.3
Ford,Figo,1600,141.3,1494,Diesel,Automatic,139373,23.8
Toyota,Innova,1800,133.7,1805,Diesel,Automatic,56214,20.9
Honda,Jazz,1600,130.9,1176,Petrol,Manual,193118,20.7
Nissan,Sunny,1500,88.0,1494,Petrol,Manual,161849,20.6
Maruti Suzuki,Baleno,2500,224.7,1865,Diesel,Automatic,80107,18.7
Ford,Ecosport,1000,71.8,1761,Petrol,Automatic,113586,22.7
Honda,City,2000,157.4,1125,Diesel,Automatic,170679,22.1
BMW,X1,2200,131.8,1481,Petrol,Automatic,52467,19.6
Honda,City,2500,185.6,1465,Petrol,Automatic,62138,17.7
Ford,Figo,1000,86.2,1627,Petrol,Manual,100595,24.4
Volkswagen,Vento,1600,122.4,1433,Petrol,Manual,16881,20.9
Maruti Suzuki,Ciaz,2000,131.8,1803,Diesel,Automatic,107229,20.1
Hyundai,Venue,1800,107.8,1420,Petrol,Automatic,168530,20.2
Hyundai,Creta,1000,81.6,1006,Petrol,Manual,37206,23.1
Toyota,Innova,2500,203.2,1465,Diesel,Manual,192055,19.8
Hyundai,i20,1200,68.7,1870,Petrol,Manual,58327,21.9
Kia,Carens,1200,81.2,868,Diesel,Automatic,65876,24.5
Tata,Tiago,1200,71.4,1041,Diesel,Automatic,10232,25.2
Toyota,Camry,1200,72.1,1044,Petrol,Automatic,138141,20.5
Maruti Suzuki,Ciaz,1800,131.9,1334,Diesel,Automatic,86062,21.4
Nissan,Kicks,1500,84.0,1342,Diesel,Automatic,110108,22.4
Toyota,Camry,1800,160.4,1826,Diesel,Manual,32671,22.9
Toyota,Corolla,2200,205.3,1870,Petrol,Manual,4260,18.5
Honda,Civic,1500,106.7,1071,Petrol,Automatic,109250,20.5
Nissan,Sunny,1600,96.6,1429,Petrol,Automatic,19497,20.6
Toyota,Camry,1600,120.0,1239,Diesel,Manual,27248,21.2
Tata,Nexon,2200,121.9,1445,Petrol,Automatic,178990,17.8
Kia,Sonet,1200,72.2,1196,Petrol,Manual,62030,23.1
BMW,520d,1800,109.1,1227,Petrol,Manual,160087,22.1
Nissan,Sunny,2000,176.7,1729,Diesel,Automatic,140277,21.4
Ford,Freestyle,1800,136.0,1729,Diesel,Manual,121623,22.8
Maruti Suzuki,Dzire,1800,153.4,1833,Petrol,Manual,115245,21.4
Tata,Altroz,2500,155.8,1156,Diesel,Manual,100281,19.6
Honda,City,2000,159.2,1792,Diesel,Automatic,53980,22.5
Ford,Freestyle,2500,237.4,1146,Diesel,Automatic,2320,18.1
Ford,Freestyle,1600,100.7,893,Diesel,Automatic,50678,23.7
Maruti Suzuki,Baleno,1500,93.4,1251,Diesel,Automatic,117856,21.5
Ford,Ecosport,1600,115.4,1096,Diesel,Manual,3637,23.9
Maruti Suzuki,Ciaz,1800,135.7,881,Diesel,Manual,41725,23.7
Volkswagen,Polo,1500,85.0,1247,Diesel,Manual,54891,24.3
Toyota,Innova,1500,134.3,886,Diesel,Manual,150506,23.4
Maruti Suzuki,Swift,2500,195.4,861,Diesel,Automatic,92673,19.0
Honda,Civic,1600,132.0,877,Diesel,Manual,6797,23.9
Ford,Freestyle,1200,95.7,1366,Petrol,Automatic,16365,23.0
Nissan,Sunny,2500,217.8,1806,Petrol,Manual,185453,19.5
Honda,City,2500,155.7,1372,Petrol,Automatic,41079,17.5
Kia,Carens,1500,91.4,1638,Diesel,Manual,186419,24.2
Toyota,Glanza,2200,182.9,1844,Diesel,Automatic,67225,22.2
Hyundai,i10,1600,123.5,909,Diesel,Manual,65154,24.2
Ford,Figo,1000,88.3,1082,Diesel,Manual,187773,24.5
Hyundai,Verna,1200,95.3,1115,Diesel,Automatic,84277,21.8
Kia,Seltos,2000,185.0,1499,Diesel,Manual,111985,21.3
Honda,Civic,2000,182.3,1400,Diesel,Manual,152333,23.6
Ford,Aspire,1800,110.5,1503,Diesel,Automatic,178622,21.9
Toyota,Corolla,1000,73.2,1248,Diesel,Manual,138219,24.5
Ford,Figo,1200,95.4,1525,Petrol,Manual,70893,21.9
Ford,Aspire,1500,117.9,1561,Diesel,Automatic,80057,22.3
Kia,Carens,1000,90.7,1190,Diesel,Manual,160600,26.0
Maruti Suzuki,Swift,1200,98.7,932,Petrol,Automatic,189319,22.5
Hyundai,i20,1800,122.3,1870,Petrol,Manual,153414,20.8
Ford,Figo,1800,123.2,1703,Diesel,Automatic,117255,23.1
Volkswagen,Taigun,1500,90.5,1269,Diesel,Automatic,127409,23.9
Tata,Altroz,2000,163.7,1879,Diesel,Automatic,12846,19.2
Toyota,Innova,1500,132.3,1745,Diesel,Manual,6782,23.3
Tata,Altroz,1600,104.7,1849,Petrol,Automatic,161145,21.0
Volkswagen,Taigun,1600,149.0,1781,Petrol,Manual,74860,22.1
Toyota,Camry,2000,176.5,1656,Petrol,Automatic,110436,19.0
Volkswagen,Taigun,2000,154.7,1758,Petrol,Automatic,196503,19.5
Ford,Freestyle,1200,80.5,1189,Diesel,Manual,48414,23.8
Hyundai,Creta,1800,103.9,1243,Petrol,Automatic,146227,20.3
Tata,Harrier,1800,160.7,1039,Diesel,Manual,75736,23.7
Ford,Freestyle,2200,127.3,961,Diesel,Manual,190201,20.3
Honda,WR-V,2000,125.0,1240,Petrol,Automatic,62473,17.9
BMW,520d,2000,175.8,1313,Diesel,Automatic,156429,22.1
Ford,Ecosport,2500,170.6,1305,Diesel,Automatic,179558,19.1
Tata,Harrier,1000,61.5,1822,Petrol,Automatic,123471,22.5
Tata,Tiago,1600,144.7,1146,Petrol,Manual,4286,21.8
Honda,City,1500,87.4,1807,Petrol,Manual,138506,21.7
Ford,Freestyle,1800,168.7,1653,Diesel,Automatic,124252,23.2
BMW,X3,2500,162.8,884,Petrol,Manual,113343,18.9
Toyota,Glanza,1000,65.2,857,Petrol,Manual,139421,23.7
Kia,Sonet,1600,141.4,1757,Diesel,Automatic,164553,22.7
Ford,Aspire,1000,62.9,1417,Petrol,Manual,24866,23.8
BMW,X1,1200,69.9,1391,Petrol,Automatic,21120,23.2
Maruti Suzuki,WagonR,2000,123.0,1549,Diesel,Automatic,91550,20.9
Ford,Aspire,1000,87.3,924,Diesel,Manual,185082,25.5
BMW,X1,1600,147.7,1502,Diesel,Manual,112722,22.1
Nissan,Micra,2000,143.4,1803,Diesel,Automatic,82326,19.8
BMW,320i,1500,87.2,889,Diesel,Manual,124157,23.1
Kia,Sonet,1500,127.5,1697,Petrol,Manual,161456,23.1
Toyota,Corolla,1600,96.3,894,Diesel,Manual,69899,22.9
Volkswagen,Polo,2000,153.3,1663,Petrol,Automatic,70533,17.5
Honda,Amaze,1600,100.5,1675,Diesel,Automatic,67539,22.1
Ford,Ecosport,1500,102.1,1381,Petrol,Manual,167366,21.6
Maruti Suzuki,Swift,2200,183.5,1372,Diesel,Manual,100597,20.6
Kia,Carens,1000,84.8,1496,Petrol,Manual,106081,24.3
BMW,X3,1800,140.6,1431,Petrol,Automatic,11721,21.4
Nissan,Sunny,1500,104.5,1680,Petrol,Manual,150383,21.2
Maruti Suzuki,Baleno,1800,115.0,1183,Petrol,Automatic,144460,20.2
Hyundai,i10,1200,67.5,1738,Diesel,Manual,96623,24.7
Toyota,Yaris,1500,135.7,1357,Petrol,Automatic,131910,20.9
Maruti Suzuki,Dzire,2000,114.0,1305,Diesel,Manual,184717,20.5
Tata,Nexon,1200,79.8,1675,Diesel,Automatic,53256,23.3
Toyota,Corolla,1500,88.5,1337,Petrol,Manual,36791,22.2
Tata,Nexon,2200,147.4,944,Petrol,Automatic,97381,19.0
Hyundai,Venue,2500,200.8,1799,Diesel,Manual,137639,19.5
Kia,Carens,1000,60.3,1043,Petrol,Manual,7240,24.4
BMW,X3,2200,175.5,1259,Diesel,Automatic,155604,18.8
Tata,Nexon,1500,118.8,1456,Petrol,Automatic,53617,19.5
Nissan,Sunny,2500,193.9,1497,Diesel,Automatic,65420,20.0
Ford,Figo,2000,172.4,927,Diesel,Automatic,111383,20.6
Kia,Seltos,1000,73.6,1241,Diesel,Automatic,190779,24.3
Kia,Sonet,1600,116.8,1039,Diesel,Manual,106447,23.8
Tata,Altroz,1600,109.7,1863,Petrol,Manual,81621,22.2
Nissan,Kicks,2500,191.2,1379,Petrol,Manual,104880,18.7
Hyundai,Venue,1600,119.8,1010,Petrol,Manual,48067,20.8
Toyota,Glanza,2500,151.0,1245,Diesel,Automatic,147665,19.5
Volkswagen,Taigun,1200,112.9,1329,Diesel,Manual,119434,23.8
Toyota,Innova,1200,95.4,1484,Petrol,Automatic,94987,21.1
Tata,Nexon,2200,126.6,1220,Diesel,Automatic,104056,22.0
Kia,Sonet,1600,98.2,1683,Petrol,Automatic,57245,20.9
Ford,Freestyle,1800,121.3,1461,Petrol,Automatic,136720,19.0
Maruti Suzuki,Baleno,2000,168.2,917,Petrol,Automatic,104254,20.9
Volkswagen,Vento,2000,169.8,1730,Diesel,Manual,72999,23.1
Ford,Freestyle,2000,124.0,1748,Petrol,Automatic,160621,18.7
Volkswagen,Polo,1500,117.4,1100,Diesel,Automatic,140418,23.9
Toyota,Innova,1000,65.5,1088,Diesel,Automatic,15286,25.0
Tata,Harrier,1600,131.5,912,Diesel,Automatic,1406,21.6
Maruti Suzuki,WagonR,1000,57.9,1734,Diesel,Manual,17854,23.2
Honda,Jazz,2200,135.4,1131,Petrol,Automatic,174060,18.1
Honda,Civic,2200,191.2,1633,Diesel,Manual,120758,20.3
Volkswagen,Vento,1600,107.7,1871,Petrol,Manual,8869,20.4
Ford,Freestyle,2000,156.7,919,Petrol,Automatic,12546,20.8
Volkswagen,Taigun,1000,66.6,959,Petrol,Automatic,64265,22.2
Ford,Freestyle,1800,148.1,1028,Diesel,Automatic,159565,21.2
Volkswagen,Vento,1000,57.7,1539,Petrol,Manual,24572,24.2
Honda,Jazz,1500,132.4,1133,Diesel,Manual,144769,22.5
Toyota,Innova,2200,158.0,1384,Petrol,Manual,78589,20.4
BMW,X3,2200,159.1,1151,Diesel,Automatic,112640,22.0
Tata,Tiago,1800,126.9,1183,Petrol,Automatic,182001,20.9
Kia,Seltos,1000,88.8,1570,Petrol,Automatic,162716,21.2
Maruti Suzuki,Swift,1500,135.3,1488,Diesel,Manual,36809,24.5
Kia,Sonet,1800,108.0,1870,Petrol,Automatic,31084,20.0
Hyundai,Venue,2200,162.2,1118,Petrol,Manual,38446,21.0
Tata,Nexon,1500,94.6,1051,Diesel,Automatic,143118,23.7
Volkswagen,Vento,2000,154.3,1439,Diesel,Automatic,88453,21.3
Ford,Figo,1600,122.5,1281,Petrol,Automatic,77267,21.3
Honda,City,2200,191.4,901,Diesel,Manual,107977,20.7
Kia,Sonet,1200,103.3,1896,Petrol,Automatic,121340,21.4
Nissan,Kicks,1600,115.8,1674,Diesel,Manual,89206,23.9
Honda,Amaze,1000,86.8,995,Diesel,Automatic,6347,24.8
Hyundai,Venue,1200,105.0,1712,Petrol,Manual,84753,22.8
Toyota,Innova,2000,112.1,936,Diesel,Manual,26525,24.2
Ford,Freestyle,2000,122.3,854,Diesel,Automatic,118394,21.1
Kia,Carens,1200,70.1,1115,Petrol,Manual,63219,21.5
Honda,City,2500,191.6,1886,Diesel,Automatic,41087,19.8
Nissan,Kicks,1500,95.6,1057,Petrol,Manual,33203,21.3
Toyota,Camry,1200,104.3,1127,Petrol,Automatic,4800,22.0
Ford,Ecosport,1500,137.7,1754,Petrol,Manual,42789,22.7
Volkswagen,Vento,1500,138.7,962,Diesel,Automatic,26409,24.7
Kia,Seltos,1800,116.4,1763,Petrol,Manual,191548,21.0
BMW,X1,2200,142.1,1552,Diesel,Automatic,150616,20.3
Nissan,Micra,1600,118.6,1865,Diesel,Automatic,59449,22.6
Hyundai,i10,2000,121.7,1002,Petrol,Automatic,66236,20.8
Toyota,Glanza,1600,147.4,1305,Diesel,Manual,81819,23.5
BMW,X1,2200,130.7,1886,Diesel,Manual,7419,21.6
Tata,Nexon,2500,225.2,1283,Diesel,Automatic,105029,18.5
Toyota,Corolla,1800,149.2,1333,Diesel,Manual,41794,22.5
Nissan,Micra,2200,127.7,1635,Diesel,Automatic,58818,21.0
Tata,Altroz,1800,118.4,1257,Diesel,Automatic,185540,22.0
Kia,Seltos,1600,107.6,1442,Petrol,Manual,124636,22.7
Hyundai,Venue,1000,82.8,949,Diesel,Manual,198440,23.3
Toyota,Glanza,2500,226.1,989,Petrol,Manual,188950,19.8
Kia,Carens,1200,88.5,1840,Petrol,Manual,100690,23.8
