company_name,model,year,km_driven,fuel_type,transmission,engine_cc,max_power_bhp,condition,mileage_kmpl,price_usd
Mercedes-Benz,GLA,2000,62971,Petrol,Automatic,2066,673,Second Hand,27.6,2000.0
Tata,Harrier,2001,0,Hybrid,Automatic,1934,641,Brand New,31.6,23936.22
Volkswagen,Passat,2005,0,Electric,Automatic,4978,534,Brand New,8.0,18151.19
Kia,Sonet,2023,248694,Petrol,Automatic,2292,285,Second Hand,10.5,7988.63
Land Rover,Discovery,1988,151895,Electric,Manual,1687,504,Second Hand,19.3,2000.0
Mahindra,XUV500,2022,0,Diesel,Manual,2201,682,Brand New,28.7,33923.73
Land Rover,Range Rover,2011,0,Electric,Automatic,1878,611,Brand New,18.7,71984.03
Honda,Civic,1993,50282,Petrol,Manual,1132,428,Second Hand,26.9,2000.0
Rolls-Royce,Phantom,2002,228894,Hybrid,Automatic,3488,92,Second Hand,8.5,2000.0
Mahindra,Thar,1991,207566,Diesel,Manual,2245,268,Second Hand,18.2,2000.0
Ferrari,Roma,2017,182089,Electric,Manual,2057,341,Second Hand,28.2,200292.1
Toyota,Fortuner,1986,95571,Diesel,Automatic,4015,417,Second Hand,31.7,2000.0
Toyota,Camry,2004,163605,Electric,Automatic,3702,203,Second Hand,31.3,4724.16
Mercedes-Benz,C-Class,2022,35250,Petrol,Manual,4904,397,Second Hand,18.7,49726.54
Nissan,Magnite,2008,225431,Electric,Automatic,1935,329,Second Hand,30.7,2505.28
BMW,X5,2000,201739,Diesel,Manual,3631,311,Second Hand,11.5,13074.61
Tesla,Model X,1986,0,Diesel,Automatic,4225,96,Brand New,20.5,298908.71
Tesla,Model Y,1998,22558,Electric,Automatic,3854,217,Second Hand,31.9,2000.0
Rolls-Royce,Ghost,2016,0,Diesel,Manual,838,183,Brand New,26.0,294769.47
Rolls-Royce,Ghost,1989,225655,Electric,Manual,3240,133,Second Hand,34.3,2000.0
Audi,A6,2022,25177,Electric,Manual,1085,362,Second Hand,24.8,58756.57
Hyundai,i20,1992,0,Electric,Manual,4919,451,Brand New,11.2,24191.69
Ferrari,488,1991,201484,Hybrid,Manual,3103,423,Second Hand,22.3,2000.0
Toyota,Corolla,2003,0,Hybrid,Manual,1669,262,Brand New,30.1,27609.76
Kia,Carnival,1985,80240,Electric,Automatic,2891,332,Second Hand,10.7,2000.0
Audi,Q5,2017,188196,Electric,Automatic,3577,277,Second Hand,28.3,23651.88
Toyota,Corolla,1991,184582,Petrol,Manual,3213,451,Second Hand,26.1,2000.0
Volkswagen,Polo,1998,40694,Electric,Manual,1232,570,Second Hand,22.1,2000.0
Tesla,Model X,2005,0,Petrol,Automatic,2477,223,Brand New,26.4,159000.99
Kia,Sonet,2007,11567,Petrol,Automatic,3770,465,Second Hand,32.1,8752.97
Ford,Endeavour,2016,0,Electric,Manual,1331,647,Brand New,30.8,30165.46
Volvo,S60,1986,60254,Electric,Automatic,1082,131,Second Hand,34.7,2000.0
Tesla,Model X,2018,74129,Diesel,Automatic,1324,472,Second Hand,32.8,234879.96
BMW,X3,2007,72949,Electric,Manual,3397,587,Second Hand,21.4,16884.02
Honda,CRV,2006,0,Hybrid,Manual,3559,582,Brand New,32.1,40208.01
Ford,Mustang,1991,213739,Electric,Automatic,2897,186,Second Hand,11.7,2000.0
Tata,Harrier,1987,0,Electric,Automatic,1206,601,Brand New,27.8,32388.34
Nissan,Magnite,1989,0,Diesel,Automatic,2446,654,Brand New,10.9,10321.89
Audi,Q5,2022,0,Diesel,Automatic,1682,573,Brand New,19.3,90627.11
Tata,Harrier,1990,81465,Petrol,Manual,4003,78,Second Hand,33.2,2000.0
Volvo,XC60,1985,0,Hybrid,Automatic,881,233,Brand New,25.2,74910.72
Volkswagen,Passat,2011,0,Electric,Manual,1007,435,Brand New,33.0,42653.86
Tata,Nexon,1990,0,Petrol,Automatic,2977,272,Brand New,29.8,31630.55
Ferrari,488,2010,136145,Electric,Automatic,4070,80,Second Hand,10.4,76176.06
Volkswagen,Polo,2000,0,Diesel,Automatic,1069,389,Brand New,16.4,24037.72
Rolls-Royce,Phantom,2022,0,Diesel,Manual,3245,573,Brand New,19.4,144505.34
Porsche,Macan,2001,0,Petrol,Manual,1610,640,Brand New,27.6,72970.83
Rolls-Royce,Phantom,2001,0,Hybrid,Manual,4455,273,Brand New,21.5,318316.27
Volkswagen,Vento,2000,102675,Electric,Automatic,3792,62,Second Hand,11.6,2000.0
Ford,Mustang,1989,39506,Electric,Manual,4033,446,Second Hand,18.2,2000.0
Mercedes-Benz,GLC,2024,247703,Petrol,Manual,3069,659,Second Hand,23.2,68067.74
Volkswagen,Polo,2008,0,Petrol,Manual,4410,150,Brand New,19.1,32873.53
Honda,Accord,1999,146991,Hybrid,Automatic,2447,319,Second Hand,21.4,2000.0
Ferrari,Roma,2012,212965,Petrol,Manual,2627,632,Second Hand,30.8,73267.21
Ford,Endeavour,2017,215001,Diesel,Automatic,3050,109,Second Hand,16.3,14559.96
Tesla,Model 3,2002,0,Hybrid,Automatic,1215,456,Brand New,22.1,338000.94
Porsche,Macan,1992,7903,Electric,Automatic,2655,558,Second Hand,12.1,2000.0
Hyundai,Creta,2008,89825,Petrol,Automatic,1503,553,Second Hand,12.1,2000.0
Land Rover,Range Rover,1992,0,Hybrid,Manual,4597,207,Brand New,15.3,57595.9
Tata,Harrier,2003,104142,Petrol,Manual,4855,578,Second Hand,24.7,2000.0
Mercedes-Benz,C-Class,1996,0,Petrol,Manual,4892,590,Brand New,22.5,72611.42
Lamborghini,Aventador,2019,0,Petrol,Manual,1927,441,Brand New,16.6,155015.75
Ferrari,488,2006,0,Petrol,Automatic,953,260,Brand New,32.6,275090.56
Mercedes-Benz,E-Class,2021,51847,Hybrid,Manual,2633,77,Second Hand,11.3,44011.13
Hyundai,i20,1994,82996,Hybrid,Automatic,4478,176,Second Hand,19.8,2000.0
Tesla,Model S,1994,0,Hybrid,Manual,2793,132,Brand New,31.5,253286.68
BMW,3 Series,1988,0,Electric,Manual,1020,284,Brand New,14.1,65787.93
Ford,Mustang,2012,0,Hybrid,Manual,2839,153,Brand New,9.7,21187.63
Toyota,Corolla,1999,231005,Electric,Automatic,1620,98,Second Hand,29.6,2000.0
Ferrari,Roma,1987,58577,Petrol,Automatic,4606,105,Second Hand,23.4,2000.0
Honda,Civic,2012,223133,Electric,Manual,1310,632,Second Hand,9.5,2000.0
McLaren,570S,2014,0,Diesel,Manual,3949,471,Brand New,26.6,195199.78
Mercedes-Benz,GLC,1997,0,Diesel,Automatic,2892,462,Brand New,8.1,91888.27
Rolls-Royce,Phantom,2016,156148,Electric,Automatic,3514,194,Second Hand,32.1,149005.26
Tata,Harrier,1995,215409,Electric,Automatic,4581,541,Second Hand,16.7,2000.0
Mahindra,XUV500,2004,249317,Hybrid,Manual,3732,102,Second Hand,19.7,2000.0
Honda,Accord,2007,230419,Electric,Manual,3140,439,Second Hand,17.4,2000.0
Kia,Carnival,1986,132202,Petrol,Automatic,810,87,Second Hand,15.4,2000.0
Tata,Harrier,2011,0,Diesel,Automatic,3123,503,Brand New,9.1,37943.93
Porsche,911,1988,209478,Diesel,Automatic,2808,548,Second Hand,15.6,2000.0
Mercedes-Benz,C-Class,2020,190943,Electric,Automatic,4189,86,Second Hand,16.1,38920.45
Hyundai,Creta,2011,0,Petrol,Automatic,1323,375,Brand New,27.5,18772.33
Tata,Harrier,2013,0,Petrol,Automatic,1820,650,Brand New,22.1,32704.26
McLaren,570S,2001,0,Hybrid,Automatic,2572,272,Brand New,26.0,330193.36
Honda,CRV,1990,0,Electric,Automatic,4476,162,Brand New,16.9,19187.39
Toyota,Corolla,2014,0,Electric,Manual,1430,609,Brand New,22.2,19395.77
Land Rover,Discovery,2012,209587,Electric,Automatic,4626,321,Second Hand,25.1,5510.95
Rolls-Royce,Phantom,1993,0,Petrol,Manual,2851,171,Brand New,23.6,144522.52
Lamborghini,Aventador,2022,0,Electric,Manual,2602,641,Brand New,21.6,434595.27
Mercedes-Benz,E-Class,1991,0,Diesel,Automatic,956,552,Brand New,16.3,60698.64
Mahindra,Thar,2009,162464,Electric,Automatic,1689,497,Second Hand,32.4,2000.0
Kia,Seltos,2023,166288,Petrol,Manual,3923,209,Second Hand,25.3,24238.82
Kia,Sonet,2010,146166,Electric,Manual,3877,407,Second Hand,15.7,2000.0
BMW,X5,1989,86063,Electric,Manual,1936,550,Second Hand,25.1,2000.0
Audi,Q3,2003,0,Hybrid,Automatic,4056,434,Brand New,30.1,88350.52
Rolls-Royce,Ghost,1999,229931,Hybrid,Manual,2367,632,Second Hand,21.1,2000.0
Kia,Sonet,1992,0,Electric,Manual,1798,556,Brand New,20.8,17464.61
Ford,Endeavour,2023,0,Hybrid,Manual,4408,351,Brand New,34.5,31708.55
Kia,Carnival,2003,0,Diesel,Automatic,1504,299,Brand New,20.2,24254.22
Kia,Carnival,2018,143704,Diesel,Automatic,2301,629,Second Hand,31.7,5542.05
Tata,Nexon,1987,0,Petrol,Manual,4813,215,Brand New,12.6,18238.66
Lamborghini,Huracan,2014,0,Hybrid,Automatic,4700,113,Brand New,29.8,136914.03
Tata,Nexon,2019,135398,Hybrid,Manual,3881,375,Second Hand,30.8,18870.99
McLaren,720S,2018,93398,Electric,Automatic,4348,211,Second Hand,30.3,90554.65
Kia,Carnival,2008,123203,Hybrid,Manual,996,488,Second Hand,25.6,2000.0
Nissan,Magnite,1996,0,Petrol,Manual,1730,456,Brand New,8.4,11919.05
Tesla,Model Y,1994,108797,Diesel,Manual,3423,698,Second Hand,13.4,6749.22
Porsche,911,2006,177853,Diesel,Manual,2557,303,Second Hand,9.9,10094.45
Toyota,Camry,2017,245373,Hybrid,Automatic,4441,564,Second Hand,18.8,7455.25
Hyundai,i20,2013,0,Petrol,Automatic,4323,460,Brand New,12.6,12488.31
Mercedes-Benz,E-Class,2014,0,Hybrid,Manual,4023,233,Brand New,28.6,66681.34
Honda,Civic,2016,0,Petrol,Automatic,3969,611,Brand New,13.6,34345.54
Volvo,XC40,2010,0,Diesel,Automatic,927,396,Brand New,8.4,94710.9
Lamborghini,Aventador,2000,0,Diesel,Manual,2166,543,Brand New,28.3,271095.92
Volkswagen,Vento,2014,243134,Hybrid,Manual,4516,121,Second Hand,12.0,4864.53
BMW,X3,2006,0,Petrol,Manual,859,670,Brand New,13.0,70145.24
Mahindra,XUV500,2009,0,Electric,Automatic,3655,496,Brand New,25.4,14899.13
Lamborghini,Aventador,2014,0,Electric,Manual,1333,515,Brand New,16.2,345473.69
BMW,3 Series,1991,0,Hybrid,Manual,4577,137,Brand New,13.9,81314.68
Audi,Q5,2010,0,Diesel,Automatic,2355,166,Brand New,19.2,84988.51
Land Rover,Range Rover,2002,10238,Electric,Manual,1132,473,Second Hand,8.8,2000.0
BMW,5 Series,2017,10195,Hybrid,Automatic,1064,669,Second Hand,14.8,30165.28
Kia,Seltos,2022,0,Petrol,Automatic,4050,599,Brand New,25.4,20130.33
Tata,Safari,2006,0,Petrol,Automatic,2726,418,Brand New,23.0,37109.59
Honda,Civic,1991,37194,Electric,Manual,3511,60,Second Hand,15.6,2000.0
Hyundai,Verna,2012,26953,Electric,Automatic,2606,73,Second Hand,27.7,3083.98
Mercedes-Benz,GLC,2017,0,Petrol,Manual,4573,481,Brand New,26.2,51884.04
Lamborghini,Aventador,1986,127066,Electric,Automatic,3222,361,Second Hand,27.3,2000.0
Tata,Harrier,2023,86415,Diesel,Automatic,1688,360,Second Hand,31.0,3736.81
Land Rover,Discovery,1987,64084,Diesel,Manual,2131,134,Second Hand,31.5,2000.0
Porsche,Cayenne,2010,100126,Hybrid,Manual,4821,283,Second Hand,13.1,2000.0
Ferrari,488,2011,0,Petrol,Automatic,3451,117,Brand New,25.0,131834.55
Ford,Figo,1999,9513,Diesel,Manual,1646,687,Second Hand,9.1,2000.0
Lamborghini,Aventador,2021,0,Hybrid,Manual,1503,221,Brand New,11.4,277506.49
Volvo,XC60,2001,30319,Hybrid,Manual,4005,698,Second Hand,30.4,2000.0
Tata,Safari,2014,137392,Electric,Automatic,1516,344,Second Hand,29.4,12727.01
Land Rover,Discovery,2001,192027,Diesel,Automatic,1819,239,Second Hand,19.3,2000.0
Volkswagen,Vento,2009,0,Hybrid,Manual,3464,466,Brand New,19.9,13728.11
Tata,Nexon,1993,0,Hybrid,Automatic,1089,381,Brand New,30.3,12922.23
Volvo,S60,2009,169546,Hybrid,Manual,1333,90,Second Hand,24.9,2304.8
Volvo,XC40,2001,0,Diesel,Manual,4254,86,Brand New,33.0,73064.49
Ferrari,488,2019,112941,Hybrid,Automatic,2684,353,Second Hand,10.9,164130.21
Honda,City,2007,135359,Hybrid,Automatic,2686,131,Second Hand,17.8,2000.0
Mahindra,XUV500,2014,0,Diesel,Automatic,1853,454,Brand New,20.0,9643.11
Toyota,RAV4,1994,0,Diesel,Manual,2769,564,Brand New,22.1,43042.57
McLaren,570S,1991,0,Diesel,Manual,4965,613,Brand New,10.5,337475.77
McLaren,720S,1987,63202,Electric,Manual,1220,145,Second Hand,31.3,2000.0
Land Rover,Discovery,1996,0,Diesel,Manual,2691,459,Brand New,20.2,44764.93
Nissan,Magnite,1990,58480,Electric,Automatic,1378,246,Second Hand,18.9,2000.0
Volkswagen,Polo,2023,0,Electric,Automatic,1821,696,Brand New,20.9,19449.76
McLaren,570S,2020,44840,Electric,Automatic,3201,555,Second Hand,10.3,139621.01
Toyota,Camry,2007,0,Hybrid,Automatic,1832,607,Brand New,8.7,11924.79
Kia,Sonet,2024,119098,Hybrid,Manual,1547,253,Second Hand,9.2,29460.96
Porsche,Macan,1988,76606,Petrol,Manual,1917,446,Second Hand,13.1,2000.0
Tata,Safari,1987,244192,Electric,Manual,3466,318,Second Hand,13.5,2000.0
Audi,Q5,2018,121886,Diesel,Automatic,3719,283,Second Hand,12.0,46167.79
McLaren,720S,2009,0,Diesel,Automatic,4620,192,Brand New,14.3,324923.03
Porsche,Cayenne,2004,0,Petrol,Manual,3392,417,Brand New,16.0,65278.25
Kia,Sonet,1993,111806,Hybrid,Manual,3228,332,Second Hand,27.4,2000.0
Audi,Q5,2023,45984,Hybrid,Manual,4535,416,Second Hand,16.7,66336.05
Kia,Seltos,2019,57214,Petrol,Automatic,3063,432,Second Hand,15.9,14404.04
Honda,Accord,1988,0,Diesel,Automatic,2606,676,Brand New,8.3,26368.73
Lamborghini,Huracan,1987,0,Hybrid,Automatic,3866,434,Brand New,18.0,276107.99
Honda,Accord,1985,98778,Electric,Manual,2395,296,Second Hand,15.5,2000.0
Ford,Figo,2014,170692,Petrol,Automatic,4792,637,Second Hand,15.9,4598.72
Lamborghini,Aventador,1994,198287,Electric,Manual,1715,248,Second Hand,26.1,8326.52
Kia,Seltos,2003,21669,Diesel,Manual,1915,95,Second Hand,21.4,2000.0
Ford,Endeavour,1989,88254,Electric,Automatic,4820,355,Second Hand,19.4,2000.0
Ford,Figo,2023,0,Petrol,Automatic,1408,693,Brand New,9.1,13131.61
Hyundai,Creta,2014,217949,Petrol,Automatic,1760,632,Second Hand,25.9,2000.0
Hyundai,Elantra,2011,0,Petrol,Automatic,2677,530,Brand New,17.0,12290.15
Volkswagen,Vento,1987,155074,Electric,Manual,1226,549,Second Hand,16.7,2000.0
Kia,Sonet,2001,219536,Diesel,Automatic,2513,399,Second Hand,27.3,2000.0
Volvo,XC60,2023,98168,Petrol,Automatic,3252,298,Second Hand,24.7,59542.4
BMW,3 Series,2019,164257,Petrol,Automatic,4155,200,Second Hand,23.6,46605.1
Nissan,Kicks,2000,162460,Diesel,Automatic,3802,669,Second Hand,23.3,2000.0
Ferrari,488,1989,26887,Hybrid,Automatic,3486,674,Second Hand,25.6,2000.0
BMW,3 Series,1998,172339,Hybrid,Automatic,4089,255,Second Hand,9.7,2000.0
Ferrari,Roma,1989,0,Petrol,Automatic,1565,385,Brand New,26.4,356302.57
Hyundai,Elantra,1988,133551,Petrol,Automatic,1990,555,Second Hand,17.1,2000.0
Tata,Safari,1989,0,Petrol,Manual,3128,182,Brand New,30.1,19989.7
Porsche,911,2013,122024,Diesel,Manual,3581,134,Second Hand,15.2,19764.73
BMW,3 Series,2018,0,Petrol,Manual,933,507,Brand New,12.2,45349.53
Volvo,S60,2010,0,Electric,Manual,1351,206,Brand New,28.8,77829.26
Mahindra,Thar,2003,0,Diesel,Manual,1222,210,Brand New,25.3,37192.53
Tata,Harrier,2005,34084,Electric,Manual,4647,392,Second Hand,21.5,8288.94
Tata,Harrier,2021,40095,Petrol,Manual,864,369,Second Hand,21.8,25948.24
Hyundai,Elantra,1996,10548,Electric,Manual,2727,690,Second Hand,21.9,2000.0
Audi,Q5,1999,245857,Electric,Automatic,4405,383,Second Hand,31.1,2000.0
Audi,Q3,2001,0,Diesel,Automatic,4436,261,Brand New,12.2,94244.86
Land Rover,Range Rover,2003,142454,Electric,Automatic,1962,634,Second Hand,30.7,2000.0
McLaren,720S,2022,222341,Electric,Manual,1052,464,Second Hand,22.0,225006.92
Tesla,Model 3,2021,86757,Petrol,Manual,2139,130,Second Hand,23.5,106145.12
Lamborghini,Aventador,2005,6897,Diesel,Automatic,2038,216,Second Hand,17.0,10770.36
Toyota,Camry,2014,110393,Hybrid,Automatic,2025,546,Second Hand,8.5,12111.48
Porsche,Macan,1985,177676,Electric,Manual,4363,78,Second Hand,13.2,2000.0
Kia,Seltos,1995,21596,Electric,Automatic,1953,144,Second Hand,29.2,2000.0
Lamborghini,Huracan,1989,0,Electric,Manual,837,164,Brand New,16.3,316156.57
Mahindra,XUV500,1999,201326,Electric,Automatic,2906,114,Second Hand,29.5,2000.0
Rolls-Royce,Ghost,2011,0,Electric,Manual,4035,509,Brand New,18.9,95364.41
Toyota,Camry,2003,0,Hybrid,Manual,1865,157,Brand New,29.3,33792.09
Toyota,RAV4,2014,170831,Hybrid,Automatic,3699,256,Second Hand,13.5,2000.0
Mahindra,Scorpio,1997,0,Electric,Manual,1920,276,Brand New,17.3,40580.7
Ferrari,Roma,1991,27723,Petrol,Automatic,1905,295,Second Hand,30.6,2000.0
Tata,Safari,1999,0,Diesel,Manual,4517,322,Brand New,18.3,11007.22
Toyota,Fortuner,2012,0,Diesel,Manual,2808,297,Brand New,24.1,9595.79
Volvo,XC60,2001,234802,Hybrid,Manual,1183,179,Second Hand,28.8,2000.0
Lamborghini,Huracan,1988,0,Electric,Automatic,1989,411,Brand New,27.1,177863.14
Tata,Safari,1997,228594,Hybrid,Automatic,3264,640,Second Hand,11.7,2000.0
Porsche,Macan,2017,85427,Hybrid,Automatic,4557,399,Second Hand,25.5,61181.29
Ford,Figo,2003,44258,Diesel,Automatic,848,127,Second Hand,9.3,3313.58
Mahindra,Thar,2021,125159,Petrol,Manual,4279,450,Second Hand,22.0,21746.18
Volkswagen,Polo,2017,96731,Petrol,Automatic,1743,427,Second Hand,17.1,3754.6
Tesla,Model S,1986,211377,Hybrid,Automatic,979,183,Second Hand,10.3,2000.0
Kia,Carnival,1997,40227,Electric,Automatic,1763,565,Second Hand,17.1,2000.0
Porsche,911,2020,0,Diesel,Manual,2788,419,Brand New,31.4,88293.14
Volvo,XC40,2012,0,Petrol,Manual,3851,206,Brand New,12.7,99187.75
Ferrari,488,2008,0,Hybrid,Automatic,3371,304,Brand New,26.3,328654.31
Toyota,RAV4,1992,0,Hybrid,Manual,4190,277,Brand New,14.0,11715.91
Tesla,Model Y,1986,101238,Petrol,Manual,1264,542,Second Hand,32.3,2000.0
Land Rover,Range Rover,2010,62815,Hybrid,Automatic,1589,557,Second Hand,11.1,17343.14
BMW,5 Series,1993,39775,Electric,Automatic,836,69,Second Hand,8.9,2000.0
Kia,Carnival,1987,80520,Diesel,Manual,1376,376,Second Hand,18.0,2000.0
Tesla,Model Y,1987,214816,Electric,Automatic,4095,402,Second Hand,11.6,2000.0
Rolls-Royce,Phantom,2013,0,Hybrid,Manual,1158,85,Brand New,19.6,331346.77
Mercedes-Benz,C-Class,2006,66171,Petrol,Manual,2433,586,Second Hand,34.8,17433.76
BMW,X5,2019,0,Electric,Automatic,1459,571,Brand New,27.6,77591.49
Lamborghini,Aventador,1985,0,Diesel,Manual,2607,391,Brand New,29.7,261363.3
BMW,5 Series,2011,24844,Diesel,Manual,1372,154,Second Hand,12.4,8310.23
Volkswagen,Passat,1997,221560,Hybrid,Automatic,3360,417,Second Hand,19.0,2000.0
Tesla,Model 3,1987,190501,Petrol,Manual,3419,507,Second Hand,30.7,2000.0
Kia,Sonet,1993,0,Electric,Manual,1416,163,Brand New,27.6,41614.63
Tesla,Model 3,2001,173112,Diesel,Manual,4702,188,Second Hand,26.2,2000.0
Tesla,Model 3,2000,59947,Electric,Automatic,3459,696,Second Hand,17.1,2000.0
Mahindra,Scorpio,1997,12684,Petrol,Automatic,4628,644,Second Hand,31.4,2000.0
Mercedes-Benz,GLA,1989,107271,Diesel,Automatic,4207,291,Second Hand,28.1,2000.0
Volkswagen,Passat,1990,0,Electric,Manual,3583,371,Brand New,31.7,25446.32
Mercedes-Benz,GLC,2022,105668,Petrol,Automatic,4252,485,Second Hand,16.7,45997.67
Lamborghini,Huracan,1994,120351,Diesel,Automatic,2050,274,Second Hand,16.9,2000.0
Land Rover,Discovery,2021,183904,Hybrid,Manual,3000,245,Second Hand,8.6,33840.33
Nissan,Micra,2023,34529,Diesel,Automatic,2157,302,Second Hand,20.6,10798.81
Lamborghini,Huracan,1996,153072,Electric,Automatic,3005,289,Second Hand,34.9,2000.0
Hyundai,Elantra,1988,0,Electric,Manual,4306,65,Brand New,22.7,14383.51
Volkswagen,Vento,2020,249787,Hybrid,Automatic,3067,559,Second Hand,29.3,8862.5
Volvo,XC40,2014,0,Hybrid,Automatic,4554,266,Brand New,33.7,60267.93
Tesla,Model S,1990,99551,Petrol,Manual,1144,183,Second Hand,22.2,2000.0
Volvo,XC40,1998,0,Electric,Automatic,1333,148,Brand New,22.9,52806.42
Tata,Safari,1992,0,Diesel,Automatic,2148,147,Brand New,22.5,20671.92
Tesla,Model S,1994,0,Petrol,Manual,1485,254,Brand New,27.0,295233.92
Land Rover,Discovery,2020,0,Diesel,Automatic,2889,574,Brand New,31.4,82418.91
Kia,Seltos,2022,0,Diesel,Manual,4168,389,Brand New,8.2,40182.26
Mahindra,XUV500,1998,0,Electric,Automatic,2949,548,Brand New,29.1,32737.3
Hyundai,Elantra,2024,155536,Hybrid,Automatic,3409,62,Second Hand,12.8,23517.13
Lamborghini,Aventador,2013,39049,Petrol,Automatic,2088,530,Second Hand,9.0,82821.9
Ford,Figo,2024,0,Electric,Automatic,2617,356,Brand New,27.0,17237.13
Tata,Safari,2000,0,Diesel,Manual,1469,512,Brand New,9.0,25668.55
McLaren,570S,1986,25255,Hybrid,Manual,1568,471,Second Hand,16.1,2000.0
Tesla,Model Y,2018,170389,Hybrid,Automatic,3119,452,Second Hand,20.9,177723.32
Mahindra,Thar,2003,122668,Diesel,Automatic,1508,532,Second Hand,8.4,2000.0
Land Rover,Discovery,2010,59087,Hybrid,Manual,2005,576,Second Hand,10.2,10405.98
Audi,Q3,1998,0,Hybrid,Automatic,1992,377,Brand New,8.7,54131.93
BMW,3 Series,2022,219146,Diesel,Manual,1954,604,Second Hand,28.3,68165.59
Audi,Q5,1999,207393,Electric,Manual,4579,414,Second Hand,23.8,2000.0
Audi,A4,1994,179335,Petrol,Manual,1994,131,Second Hand,16.7,2000.0
Tesla,Model Y,1985,0,Diesel,Automatic,4618,183,Brand New,16.3,204537.58
Tata,Harrier,1986,175214,Hybrid,Manual,4883,235,Second Hand,28.9,2000.0
Kia,Carnival,1988,12408,Diesel,Manual,3222,568,Second Hand,10.8,2000.0
Kia,Sonet,1994,129693,Petrol,Automatic,2657,572,Second Hand,24.8,2000.0
Ferrari,488,2020,0,Hybrid,Automatic,4757,197,Brand New,14.3,101743.29
Ferrari,488,1986,0,Hybrid,Automatic,4631,545,Brand New,19.4,349669.04
McLaren,570S,2003,125914,Petrol,Automatic,2661,264,Second Hand,11.9,2000.0
Tesla,Model Y,2002,0,Diesel,Automatic,2118,515,Brand New,22.1,136912.34
Lamborghini,Huracan,2023,40394,Electric,Automatic,4940,260,Second Hand,14.9,228783.14
Tesla,Model S,2020,0,Hybrid,Manual,2524,647,Brand New,26.2,294280.79
Audi,Q3,1986,143446,Petrol,Automatic,3692,677,Second Hand,9.3,2000.0
Toyota,RAV4,1998,0,Diesel,Manual,3849,242,Brand New,31.7,30990.54
Porsche,Cayenne,1993,0,Diesel,Automatic,4844,266,Brand New,23.3,57012.31
Kia,Seltos,2014,158009,Hybrid,Automatic,1623,401,Second Hand,21.6,4638.82
Tesla,Model X,1996,58616,Diesel,Automatic,2115,667,Second Hand,8.6,5777.51
Tata,Harrier,2006,0,Hybrid,Automatic,4615,85,Brand New,12.9,25095.8
Honda,Civic,1997,0,Hybrid,Manual,3782,495,Brand New,12.4,23200.41
Hyundai,Elantra,1999,229783,Diesel,Automatic,1453,649,Second Hand,13.5,2000.0
Mahindra,Thar,1988,0,Hybrid,Automatic,1371,370,Brand New,23.2,43024.87
Land Rover,Range Rover,1991,0,Petrol,Automatic,1184,144,Brand New,12.7,44212.14
Audi,Q5,1997,0,Hybrid,Manual,2721,495,Brand New,26.2,77924.42
Ferrari,488,2017,0,Petrol,Manual,3589,446,Brand New,15.2,167508.7
Honda,Accord,2018,41265,Diesel,Manual,2460,227,Second Hand,27.3,7311.21
Rolls-Royce,Ghost,1995,233445,Petrol,Manual,2377,269,Second Hand,15.9,2000.0
Hyundai,i20,2008,0,Petrol,Manual,1914,698,Brand New,26.3,35217.12
Kia,Seltos,2010,0,Petrol,Manual,4754,89,Brand New,11.6,12339.77
Volkswagen,Passat,2000,139908,Electric,Manual,1750,278,Second Hand,34.3,2000.0
Kia,Carnival,1995,209431,Hybrid,Manual,3496,234,Second Hand,27.8,2000.0
Tesla,Model 3,1990,0,Electric,Automatic,3445,309,Brand New,20.3,355668.46
Mercedes-Benz,E-Class,2023,0,Hybrid,Manual,3848,508,Brand New,15.7,66765.05
Hyundai,Verna,1993,0,Petrol,Automatic,2261,526,Brand New,31.0,11264.26
Tata,Nexon,2015,0,Electric,Automatic,4596,230,Brand New,34.6,35632.23
Mercedes-Benz,GLA,2015,132035,Electric,Automatic,3742,398,Second Hand,8.8,31242.0
Hyundai,i20,2007,0,Diesel,Manual,4598,491,Brand New,8.5,41748.76
Rolls-Royce,Ghost,1988,170592,Electric,Automatic,3640,172,Second Hand,14.9,2000.0
Lamborghini,Aventador,2001,44801,Petrol,Automatic,2276,580,Second Hand,10.5,2000.0
McLaren,720S,1999,0,Hybrid,Manual,2071,695,Brand New,13.6,195562.16
Volvo,S60,2000,151852,Diesel,Automatic,4028,186,Second Hand,9.8,2000.0
Volvo,S60,2018,183950,Electric,Automatic,2765,141,Second Hand,34.7,46679.22
Hyundai,Verna,2013,0,Hybrid,Automatic,1571,359,Brand New,12.8,19603.0
Ferrari,488,2003,0,Electric,Automatic,3773,109,Brand New,22.7,180059.34
Lamborghini,Huracan,1990,0,Petrol,Automatic,3065,110,Brand New,9.5,173540.53
Mercedes-Benz,GLA,1998,0,Petrol,Automatic,4249,237,Brand New,25.9,81632.05
Land Rover,Discovery,2020,0,Diesel,Automatic,2456,550,Brand New,30.5,90182.6
Hyundai,Verna,2000,0,Petrol,Manual,1850,433,Brand New,20.8,13333.01
Volvo,XC60,1987,0,Electric,Automatic,2296,237,Brand New,27.1,82457.77
Lamborghini,Aventador,1997,105016,Electric,Automatic,1240,529,Second Hand,28.6,2000.0
Tesla,Model 3,2016,0,Electric,Automatic,4229,649,Brand New,25.4,203728.92
Nissan,Micra,1987,36289,Hybrid,Automatic,3147,212,Second Hand,26.8,2000.0
